count	reward_sum	squared_reward_sum	length
632	-58.57230333588603	14.769960126003552	2000
633	-116.20544649562392	7.992874853497791	2000
634	-98.26433665478132	10009.518124155853	286
635	-81.89984798449099	8.491463218453903	2000
636	-131.9717689273155	10023.153901670434	1520
637	-84.90492724085584	10004.618180289419	154
638	-77.4299730127458	7.22932229618458	2000
639	-94.58311336262533	10.805381241319116	2000
640	-96.50773314774634	10000.964140805334	138
641	-82.30594787089491	10004.091047506121	258
642	-43.79567047366742	10015.605656998066	626
643	-90.85213898041806	10003.277985562496	313
644	-88.20104834741008	10003.343796525669	209
645	-92.93815553275076	10001.994286645304	120
646	-80.36872085340912	10004.5799860836	258
647	-180.15657295658147	10009.113401222598	1711
